country,facility_name,town,address,latitude,longitude,coord_precision,outdoor_courts,surface,lighting,free_use,access,owner,lipas_id,source_url,data_cutoff,fact_check_notes
FINLAND,Jauksan beachvolleykenttä,Sahalahti,"Jauksantie 65, 36420 Sahalahti",61.465556,24.301174,address,1,sand,,yes,public,city,519034,https://www.kangasala.fi/hyvinvointi-ja-vapaa-aika/liikuntapalvelut/liikuntapaikat/ulkoliikuntapaikat/,2026-05-09,LIPAS id 519034; type 1330; status active
FINLAND,Sallan kirkonkylän beachvolleykenttä,Salla,"Saijantie 6, 98900 Salla",66.844177,28.690472,address,1,sand,,,public,city,512165,http://www.salla.fi/,2026-05-09,LIPAS id 512165; type 1330; status active
FINLAND,Meripirtin beachvolleykenttä,Salo,"Särkisalontie 590, 25630 Salo",60.120659,22.973725,address,1,sand,,,public,other,604777,https://www.sarkisalo.fi/,2026-05-09,LIPAS id 604777; type 1330; status active
FINLAND,Salon lukion beachvolleykenttä,Salo,"Kaherinkatu 3, 24130 Salo",60.375131,23.136866,address,1,sand,,yes,school,city,604376,https://salo.fi/vapaa-aika-ja-matkailu/liikunta/ulkoliikuntapaikat/kentat/beach-volley-lentopallo-koripallo/?mid=5-5537,2026-05-09,LIPAS id 604376; type 1330; status active
FINLAND,Salosaaren beachvolleykenttä,Salosaari,"Kaljaniementie 25, 56120 Salosaari",61.276738,28.818871,address,1,sand,,yes,public,city,512290,http://www.ruokolahti.fi/,2026-05-09,LIPAS id 512290; type 1330; status active
FINLAND,Kaalisaaren beach volley -kenttä 1,Sastamala,"Saarikatu 1, 38200 Sastamala",61.337379,22.906201,address,,sand,,yes,public,city,529638,www.sastamala.fi,2026-05-09,LIPAS id 529638; type 1330; status active
FINLAND,Kaalisaaren beach volley -kenttä 2,Sastamala,"Saarikatu 1, 38200 Sastamala",61.337365,22.906347,address,,sand,,yes,public,city,616971,www.sastamala.fi,2026-05-09,LIPAS id 616971; type 1330; status active
FINLAND,Kaalisaaren beach volley -kenttä 3,Sastamala,"Saarikatu 1, 38200 Sastamala",61.337342,22.906506,address,,sand,,yes,public,city,616972,www.sastamala.fi,2026-05-09,LIPAS id 616972; type 1330; status active
FINLAND,Kaalisaaren beach volley -kenttä 4,Sastamala,"Saarikatu 1, 38200 Sastamala",61.337324,22.906623,address,,sand,,yes,public,city,616973,www.sastamala.fi,2026-05-09,LIPAS id 616973; type 1330; status active
FINLAND,Kelarannan beach volley kenttä,Sastamala,"Kelaranta 4, 38510 Sastamala",61.551599,22.767420,address,1,,,yes,public,city,511929,http://www.sastamala.fi,2026-05-09,LIPAS id 511929; type 1330; status active
FINLAND,Kiikoisten beachvolleykenttä,Sastamala,"Kiikoistentie 175, 38360 Sastamala",61.462881,22.564984,address,1,sand,,yes,public,city,511917,http://www.sastamalankaupunki.fi/,2026-05-09,LIPAS id 511917; type 1330; status active
FINLAND,Talankylän beachvolleykenttä 1,Sastamala,"Kolisevantie, 32740 Sastamala",61.297534,22.718021,address,1,sand,yes,,public,registered-association,86754,,2026-05-09,LIPAS id 86754; type 1330; status active
FINLAND,Vinkin beach volley -kenttä 1,Sastamala,"Ahertajankatu 33, 38250 Sastamala",61.313372,22.927140,address,,sand,,yes,public,city,606238,www.sastamala.fi,2026-05-09,LIPAS id 606238; type 1330; status active
FINLAND,Vinkin beach volley -kenttä 2,Sastamala,"Ahertajankatu 33, 38250 Sastamala",61.313372,22.927240,address,,sand,,yes,public,city,616974,www.sastamala.fi,2026-05-09,LIPAS id 616974; type 1330; status active
FINLAND,Vinkin beach volley -kenttä 3,Sastamala,"Ahertajankatu 33, 38250 Sastamala",61.313372,22.927340,address,,sand,,yes,public,city,616975,www.sastamala.fi,2026-05-09,LIPAS id 616975; type 1330; status active
FINLAND,Vinkin beach volley -kenttä 4,Sastamala,"Ahertajankatu 33, 38250 Sastamala",61.313372,22.927440,address,,sand,,yes,public,city,616976,www.sastamala.fi,2026-05-09,LIPAS id 616976; type 1330; status active
FINLAND,Olkkolan beachvolleykenttä,Savitaipale,"Olkkolantie 2, 54800 Savitaipale",61.201410,27.673601,address,1,sand,,,public,city,101779,http://www.savitaipale.fi/,2026-05-09,LIPAS id 101779; type 1330; status active
FINLAND,Varparannan Beachvolleykenttä,Savonlinna,"Kalliorannantie 65, 57310 Savonlinna",61.994119,28.743838,address,,,,,public,registered-association,604840,,2026-05-09,LIPAS id 604840; type 1330; status active
FINLAND,Kyrkösjärven beachvolleykenttä 1,Seinäjoki,"Kyrkösvuorentie 26, 60220 Seinäjoki",62.769294,22.814822,address,1,sand,,yes,public,city,511517,https://www.seinajoki.fi/kulttuuri-ja-liikunta/liikunta/liikunta-ja-ulkoilupaikat/kentat/lentopallokentat/,2026-05-09,LIPAS id 511517; type 1330; status active
FINLAND,Kyrkösjärven beachvolleykenttä 2,Seinäjoki,"Kyrkösvuorentie 26, 60220 Seinäjoki",62.769344,22.815276,address,1,sand,,yes,public,city,511518,https://www.seinajoki.fi/kulttuuri-ja-liikunta/liikunta/liikunta-ja-ulkoilupaikat/kentat/lentopallokentat/,2026-05-09,LIPAS id 511518; type 1330; status active
FINLAND,Sahanlammen beachvolleykenttä 1,Seinäjoki,"Vapaudentie 4, 60100 Seinäjoki",62.776529,22.839985,address,1,sand,,yes,public,city,511514,https://www.seinajoki.fi/kulttuuri-ja-liikunta/liikunta/liikunta-ja-ulkoilupaikat/kentat/lentopallokentat/,2026-05-09,LIPAS id 511514; type 1330; status active
FINLAND,Sahanlammen beachvolleykenttä 2,Seinäjoki,"Vapaudentie 4, 60100 Seinäjoki",62.776281,22.840055,address,1,sand,,yes,public,city,511515,https://www.seinajoki.fi/kulttuuri-ja-liikunta/liikunta/liikunta-ja-ulkoilupaikat/kentat/lentopallokentat/,2026-05-09,LIPAS id 511515; type 1330; status active
FINLAND,Urheilutalon beachvolleykenttä,Seinäjoki,"Kirkkokatu 15, 60100 Seinäjoki",62.785327,22.828085,address,1,sand,,yes,school,city,101953,https://www.seinajoki.fi/kulttuuri-ja-liikunta/liikunta/liikunta-ja-ulkoilupaikat/kentat/lentopallokentat/,2026-05-09,LIPAS id 101953; type 1330; status active
FINLAND,Beachvolleykenttä,Siikainen,"Eteläpääntie 2, 29810 Siikainen",61.888174,21.837260,address,1,sand,,yes,school,city,606337,,2026-05-09,LIPAS id 606337; type 1330; status active
FINLAND,Tauvon beachvolleykenttä,Siikajoki,"Tauvontie 775, 92320 Siikajoki",64.806415,24.547320,address,1,sand,,,public,city,510988,http://www.siikajoki.fi/,2026-05-09,LIPAS id 510988; type 1330; status active
FINLAND,Urheilumaan rantalentis,Siikajoki,"Siikajoentie 1550, 92320 Siikajoki",64.808837,24.769731,address,,sand,yes,yes,school,city,606779,,2026-05-09,LIPAS id 606779; type 1330; status active
FINLAND,Kehvon koulun beachvolleykenttä,Siilinjärvi,"Kehvontie 1288, 71800 Siilinjärvi",63.003222,27.551215,address,1,sand,,yes,school,city,614211,www.siilinjarvi.fi,2026-05-09,LIPAS id 614211; type 1330; status active
FINLAND,Motellinrannan beachvolleykenttä,Siltakylä,"Motellikuja 4, 49220 Siltakylä",60.494916,26.741833,address,,,,,public,city,614078,www.pyhtaa.fi,2026-05-09,LIPAS id 614078; type 1330; status active
FINLAND,Simoniemen Beachvolley kenttä,Simon kirkko,"Kalasatamantie, 95220 Simon kirkko",65.649766,24.898405,address,,,,,public,city,617311,www.simo.fi,2026-05-09,LIPAS id 617311; type 1330; status active
FINLAND,Pitkäjärven beachvolleykenttä,Simpele,"Pienseläntie 21, 56800 Simpele",61.468409,29.327107,address,1,sand,,,public,registered-association,101861,https://www.inka-kylayhdistys.fi/,2026-05-09,LIPAS id 101861; type 1330; status active
FINLAND,Tehtaanpuiston beachvolleykenttä,Simpele,"Kenraalintie, 56800 Simpele",61.434565,29.348646,address,1,sand,,yes,school,city,102057,www.rautjarvi.fi,2026-05-09,LIPAS id 102057; type 1330; status active
FINLAND,Änkilän beach-volley kenttä,Simpele,"Änkiläntie 150, 56800 Simpele",61.419137,29.322247,address,1,sand,,yes,public,city,101978,www.rautjarvi.fi,2026-05-09,LIPAS id 101978; type 1330; status active
FINLAND,Störsvikin rantapallokenttä,Siuntio,"Kotilahden satama, 02580 Siuntio",60.080526,24.300796,address,,,,,public,city,619398,,2026-05-09,LIPAS id 619398; type 1330; status active
FINLAND,Nilimellan beachvolleykenttä,Sodankylä,"Jutotie, 99600 Sodankylä",67.417440,26.604708,address,1,sand,,,public,city,520891,www.sodankyla.fi,2026-05-09,LIPAS id 520891; type 1330; status active
FINLAND,Alasen beachvolleykenttä,Soini,"Alajärventie 837, 63800 Soini",62.892188,24.067567,address,,,,,public,registered-association,619980,https://laasalankyla.epk.fi/,2026-05-09,LIPAS id 619980; type 1330; status active
FINLAND,Lauttosen beachvolleykenttä,Soini,"Lauttotie, 63800 Soini",62.861102,24.220620,address,,,,,public,registered-association,619979,https://kunta.soini.fi/fi/hyvinvointi-ja-vapaa-aika/liikuntapalvelut/ulkoliikuntapaikat/beach-volleykentta,2026-05-09,LIPAS id 619979; type 1330; status active
FINLAND,Härkälän beachvolleykenttä,Somero,"Härkäläntie 165, 31400 Somero",60.622854,23.490315,address,1,sand,,,public,other,101367,,2026-05-09,LIPAS id 101367; type 1330; status active
FINLAND,Hiukan beachvolleykenttä 1,Sotkamo,"Tervatie 1, 88600 Sotkamo",64.127868,28.382123,address,1,sand,,yes,public,city,510528,http://www.sotkamo.fi/,2026-05-09,LIPAS id 510528; type 1330; status active
FINLAND,Hiukan beachvolleykenttä 2,Sotkamo,"Tervatie 1, 88600 Sotkamo",64.127749,28.382374,address,1,sand,,yes,public,city,510529,http://www.sotkamo.fi/,2026-05-09,LIPAS id 510529; type 1330; status active
FINLAND,Sotkuman beachvolleykenttä,Sotkuma,"Kiviniementie 5, 83750 Sotkuma",62.725021,29.454279,address,,sand,,yes,public,city,605535,,2026-05-09,LIPAS id 605535; type 1330; status active
FINLAND,Kirkonkylän beachvolleykenttä,Sumiainen,"Hietalahdentie, 44280 Sumiainen",62.657548,26.043190,address,1,,,yes,school,city,102034,www.aanekoski.fi,2026-05-09,LIPAS id 102034; type 1330; status active
FINLAND,Jätkänpuiston beachvolleykenttä 1,Suomussalmi,"Viitostie, 89600 Suomussalmi",64.884389,28.922424,address,1,sand,,,public,city,102187,http://www.suomussalmi.fi/,2026-05-09,LIPAS id 102187; type 1330; status active
FINLAND,Jätkänpuiston beachvolleykenttä 2,Suomussalmi,"Viitostie 245, 89600 Suomussalmi",64.884387,28.922545,address,,sand,,yes,public,city,527787,www.suomussalmi.fi,2026-05-09,LIPAS id 527787; type 1330; status active
FINLAND,Halolanmäen kylätalon beachvolleykenttä,Suonenjoki,"Rieponlahdentie 78, 77600 Suonenjoki",62.739259,27.000902,address,,sand,,yes,public,registered-association,510409,,2026-05-09,LIPAS id 510409; type 1330; status active
FINLAND,Kaatron beachvolleykenttä 1,Suonenjoki,"Koulukatu 2-4, 77600 Suonenjoki",62.627923,27.108722,address,,sand,,,public,city,510410,http://www.suonenjoki.fi/,2026-05-09,LIPAS id 510410; type 1330; status active
FINLAND,Kaatron beachvolleykenttä 2,Suonenjoki,"Koulukatu 2-4, 77600 Suonenjoki",62.627842,27.108848,address,,sand,,,public,city,510411,http://www.suonenjoki.fi/,2026-05-09,LIPAS id 510411; type 1330; status active
FINLAND,Järvikylien koulun beachvolleykenttä,Syväjärvi,"Urheilukentäntie 4, 99740 Syväjärvi",67.297563,25.913797,address,1,sand,,,school,city,520894,www.sodankyla.fi,2026-05-09,LIPAS id 520894; type 1330; status active
FINLAND,Hermannitalon beachvolleykenttä,Syvänniemi,"Postitie 32, 71570 Syvänniemi",62.853031,27.154683,address,1,sand,,,public,city,521245,,2026-05-09,LIPAS id 521245; type 1330; status active
FINLAND,Kuorasjärven beachvolleykenttä,SÄÄSKINIEMI,"Hukkalantie 292 A, 61170 SÄÄSKINIEMI",62.684677,23.296594,address,,,,,public,city,529807,,2026-05-09,LIPAS id 529807; type 1330; status active
FINLAND,Katinhännän beachvolleykenttä 1,Säkylä,"Lehmuuntie 18, 27800 Säkylä",61.045044,22.334091,address,,sand,,yes,public,city,520679,https://www.sakyla.fi/vapaa-aika/liikuntapalvelut/liikunta-alueet/,2026-05-09,LIPAS id 520679; type 1330; status active
FINLAND,Katinhännän beachvolleykenttä 2,Säkylä,"Lehmuuntie 18, 27800 Säkylä",61.045044,22.334191,address,,sand,,yes,public,city,617000,https://www.sakyla.fi/vapaa-aika/liikuntapalvelut/liikunta-alueet/,2026-05-09,LIPAS id 617000; type 1330; status active
FINLAND,Saunarannan sataman beachvolleykenttä,Säynätsalo,"Pappilantie, 40900 Säynätsalo",62.141995,25.777118,address,1,sand,,yes,public,city,521699,https://www.jyvaskyla.fi/liikunta,2026-05-09,LIPAS id 521699; type 1330; status active
FINLAND,Pappilanniemen beachvolleykenttä,Sääksmäki,"Pappilanniemi 51, 37700 Sääksmäki",61.187073,24.064144,address,1,sand,,,public,other,99876,www.pappilanniemi.fi,2026-05-09,LIPAS id 99876; type 1330; status active
FINLAND,Beach volley,Söderkulla,"Joensuunraitti 58, 01150 Söderkulla",60.287684,25.318804,address,,,,,public,other,523991,,2026-05-09,LIPAS id 523991; type 1330; status active
FINLAND,Södra vallgrund beach volleykenttä,Södra Vallgrund,"Sommarösundvägen 367, 65930 Södra Vallgrund",63.170638,21.273785,address,,sand,,yes,public,registered-association,515542,,2026-05-09,LIPAS id 515542; type 1330; status active
FINLAND,Kaukajärven beachvolleykenttä 1,TAMPERE,"Käätykatu 8, 33710 TAMPERE",61.469793,23.873984,address,1,sand,,,public,city,101998,http://www.tampere.fi/liikuntajavapaaaika.html,2026-05-09,LIPAS id 101998; type 1330; status active
FINLAND,Kaukajärven beachvolleykenttä 2,TAMPERE,"Käätykatu 8, 33710 TAMPERE",61.469793,23.874084,address,1,sand,,,public,city,617007,http://www.tampere.fi/liikuntajavapaaaika.html,2026-05-09,LIPAS id 617007; type 1330; status active
FINLAND,Kaukajärven beachvolleykenttä 3,TAMPERE,"Käätykatu 8, 33710 TAMPERE",61.469793,23.874184,address,1,sand,,,public,city,617008,http://www.tampere.fi/liikuntajavapaaaika.html,2026-05-09,LIPAS id 617008; type 1330; status active
FINLAND,Olkahisten beachvolleykenttä,TAMPERE,"Jenseninkatu 3, 33610 TAMPERE",61.521031,23.942332,address,1,sand,,,school,city,102122,https://www.tampere.fi/liikunta,2026-05-09,LIPAS id 102122; type 1330; status active
FINLAND,Pyynikin uimarannan kenttä 1,TAMPERE,"Jalkasaarentie 7, 33230 TAMPERE",61.491722,23.729874,address,1,sand,,,public,city,102151,http://www.tampere.fi/liikuntajavapaaaika.html,2026-05-09,LIPAS id 102151; type 1330; status active
FINLAND,Pyynikin uimarannan kenttä 2,TAMPERE,"Jalkasaarentie 7, 33230 TAMPERE",61.491722,23.729974,address,1,sand,,,public,city,617011,http://www.tampere.fi/liikuntajavapaaaika.html,2026-05-09,LIPAS id 617011; type 1330; status active
FINLAND,Suomensaaren beachvolleykenttä,TAMPERE,"Suomensaarenkatu 7, 33410 TAMPERE",61.536155,23.706433,address,1,sand,,,public,city,102021,https://www.tampere.fi/kulttuuri-ja-vapaa-aika/liikunta.html,2026-05-09,LIPAS id 102021; type 1330; status active
FINLAND,Velaatan beachvolleykenttä 1,TAMPERE,"Velaatantie 518, 34270 TAMPERE",61.749707,23.930344,address,1,sand,,,public,city,102053,https://www.tampere.fi/liikunta,2026-05-09,LIPAS id 102053; type 1330; status active
FINLAND,Velaatan beachvolleykenttä 2,TAMPERE,"Velaatantie 518, 34270 TAMPERE",61.749707,23.930444,address,1,sand,,,public,city,617009,https://www.tampere.fi/liikunta,2026-05-09,LIPAS id 617009; type 1330; status active
FINLAND,Velaatan beachvolleykenttä 3,TAMPERE,"Velaatantie 518, 34270 TAMPERE",61.749707,23.930544,address,1,sand,,,public,city,617010,https://www.tampere.fi/liikunta,2026-05-09,LIPAS id 617010; type 1330; status active
FINLAND,Virelän beachvolleykenttä,TAMPERE,"Tuohikorventie 27, 33340 TAMPERE",61.507326,23.588703,address,1,sand,,,public,city,101336,http://www.tampere.fi/liikuntajavapaaaika.html,2026-05-09,LIPAS id 101336; type 1330; status active
FINLAND,Suruttoman beachvolleykenttä,TERVAKOSKI,"Alasjärventie, 12400 TERVAKOSKI",60.802527,24.616987,address,,sand,,,public,city,529266,,2026-05-09,LIPAS id 529266; type 1330; status active
FINLAND,Kisapuiston rantalentopallokenttä,TURKU,"Pernontie 18, 20240 TURKU",60.447786,22.167847,address,1,sand,,yes,school,city,102153,http://www.turku.fi/vapaa-aika/liikunta/ulkoliikunta/kentat/rantalentopallokentat,2026-05-09,LIPAS id 102153; type 1330; status active
FINLAND,Kuuvuoren rantalentopallokenttä,TURKU,"Ruukuntekijänkuja 2, 20540 TURKU",60.459382,22.297069,address,1,sand,,yes,school,city,102171,http://www.turku.fi/vapaa-aika/liikunta/ulkoliikunta/kentat/rantalentopallokentat,2026-05-09,LIPAS id 102171; type 1330; status active
FINLAND,Kärsämäen rantalentopallokenttä,TURKU,"Pulmussuonkatu 80, 20360 TURKU",60.481659,22.281910,address,1,sand,,yes,school,city,102020,http://www.turku.fi/vapaa-aika/liikunta/ulkoliikunta/kentat/rantalentopallokentat,2026-05-09,LIPAS id 102020; type 1330; status active
FINLAND,Urheilupuiston rantalentopallokenttä 1,TURKU,"Paavo Nurmen puistotie 9, 20810 TURKU",60.443969,22.264423,address,1,sand,,yes,school,city,101710,http://www.turku.fi/vapaa-aika/liikunta/ulkoliikunta/kentat/rantalentopallokentat,2026-05-09,LIPAS id 101710; type 1330; status active
FINLAND,Urheilupuiston rantalentopallokenttä 2,TURKU,"Paavo Nurmen puistotie 9, 20810 TURKU",60.443934,22.264701,address,1,sand,,yes,school,city,101358,http://www.turku.fi/vapaa-aika/liikunta/ulkoliikunta/kentat/rantalentopallokentat,2026-05-09,LIPAS id 101358; type 1330; status active
FINLAND,Urheilupuiston rantalentopallokenttä 3,TURKU,"Paavo Nurmen puistotie 9, 20810 TURKU",60.443871,22.264947,address,1,sand,,yes,school,city,101858,http://www.turku.fi/vapaa-aika/liikunta/ulkoliikunta/kentat/rantalentopallokentat,2026-05-09,LIPAS id 101858; type 1330; status active
FINLAND,Urheilupuiston rantalentopallokenttä 4,TURKU,"Paavo Nurmen puistotie 9, 20810 TURKU",60.443799,22.265194,address,1,sand,,yes,school,city,102181,http://www.turku.fi/vapaa-aika/liikunta/ulkoliikunta/kentat/rantalentopallokentat,2026-05-09,LIPAS id 102181; type 1330; status active
FINLAND,Urheilupuiston rantalentopallokenttä 5,TURKU,"Paavo Nurmen puistotie 9, 20810 TURKU",60.444175,22.264156,address,1,sand,,yes,school,city,101563,http://www.turku.fi/vapaa-aika/liikunta/ulkoliikunta/kentat/lentopallokentat,2026-05-09,LIPAS id 101563; type 1330; status active
FINLAND,Tyngän aluekoulun beachvolleykenttä,TYNKÄ,"Tilvistie 33, 85140 TYNKÄ",64.199113,24.069520,address,1,sand,,yes,school,city,521031,,2026-05-09,LIPAS id 521031; type 1330; status active
FINLAND,Taalintehtaan beachvolley -kenttä,Taalintehdas,"Tullimäentie, 25900 Taalintehdas",60.021781,22.502055,address,1,sand,,yes,public,city,603216,www.kimitoon.fi,2026-05-09,LIPAS id 603216; type 1330; status active
FINLAND,Taavetin rantalentopallokenttä,Taavetti,"Niemeläntie 75, 54500 Taavetti",60.930198,27.539377,address,,sand,,,public,city,515902,http://www.luumaki.fi/,2026-05-09,LIPAS id 515902; type 1330; status active
FINLAND,Taivalvaaran liikuntapuiston beachvolleykenttä 1,Taivalkoski,"Taivalvaarantie, 93400 Taivalkoski",65.564662,28.213984,address,,sand,,,public,city,524089,www.taivalkoski.fi,2026-05-09,LIPAS id 524089; type 1330; status active
FINLAND,Taivalvaaran liikuntapuiston beachvolleykenttä 2,Taivalkoski,"Taivalvaarantie, 93400 Taivalkoski",65.564535,28.213358,address,,sand,,,public,city,617005,www.taivalkoski.fi,2026-05-09,LIPAS id 617005; type 1330; status active
FINLAND,Toivon puiston beachvolleykenttä,Taivassalo,"Kisakuja, 23310 Taivassalo",60.558119,21.615988,address,,sand,,,public,city,612066,https://www.taivassalo.fi/toivonpuisto,2026-05-09,LIPAS id 612066; type 1330; status active
FINLAND,Talman Beachvolleykenttä,Talma,"Satotalmantie 19, 04240 Talma",60.411929,25.169424,address,,,,,public,city,603981,http://www.sipoo.fi,2026-05-09,LIPAS id 603981; type 1330; status active
FINLAND,Lamalanlahden beach volley -kenttä 1,Tammela,"Järvitie, Mansikkapuisto, 31300 Tammela",60.805656,23.791168,address,,,,,public,city,609750,www.tammela.fi,2026-05-09,LIPAS id 609750; type 1330; status active
FINLAND,Lamalanlahden beach volley -kenttä 2,Tammela,"Järvitie, Mansikkapuisto, 31300 Tammela",60.805672,23.791321,address,,,,,public,city,617006,www.tammela.fi,2026-05-09,LIPAS id 617006; type 1330; status active
FINLAND,Liikuntapuiston beachvolleykenttä,Tammela,"Kyöpelintie 20, 31300 Tammela",60.813125,23.758397,address,1,sand,,,public,city,600381,,2026-05-09,LIPAS id 600381; type 1330; status active
FINLAND,Saaren beachvolleykenttä,Tammela,"Portaantie 480, 31300 Tammela",60.777386,23.846828,address,1,sand,,,public,city,102081,www.tammela.fi,2026-05-09,LIPAS id 102081; type 1330; status active
FINLAND,Ahvenisjärven kenttä,Tampere,"Kemianraitti, 33720 Tampere",61.447530,23.839704,address,1,sand,,,public,city,522559,,2026-05-09,LIPAS id 522559; type 1330; status active
FINLAND,Beach Hallin ulkokenttä 1,Tampere,"Vestonkulma 1, 33580 Tampere",61.482606,23.909452,address,1,sand,,,public,company-ltd,527648,www.beach-halli.fi,2026-05-09,LIPAS id 527648; type 1330; status active
FINLAND,Beach Hallin ulkokenttä 2,Tampere,"Vestonkulma 1, 33580 Tampere",61.482588,23.909830,address,1,sand,,,public,company-ltd,527649,www.beach-halli.fi,2026-05-09,LIPAS id 527649; type 1330; status active
FINLAND,Kalevan liikuntapuisto Beachvolleykenttä,Tampere,"Salhojankatu 56, 33540 Tampere",61.496331,23.786139,address,1,sand,,,public,city,608151,https://www.tampere.fi/kulttuuri-ja-vapaa-aika/liikunta/liikuntapaikat/kalevan-liikuntapuisto.html,2026-05-09,LIPAS id 608151; type 1330; status active
FINLAND,Kumpulanpuiston (koillinen) kenttä,Tampere,"Kumpulantie - Rinnetie - Vuoritie, 33610 Tampere",61.508454,23.938668,address,1,sand,,,public,city,522436,https://www.tampere.fi/tampereen-kaupunki/yhteystiedot-ja-asiointi/neuvontapisteet/tampereen-palvelupiste.html,2026-05-09,LIPAS id 522436; type 1330; status active
FINLAND,Mahlanpuiston kenttä,Tampere,"Koivistontie - Mahlankatu, 33820 Tampere",61.471762,23.793575,address,1,sand,,,public,city,522343,https://www.tampere.fi/tampereen-kaupunki/yhteystiedot-ja-asiointi/neuvontapisteet/tampereen-palvelupiste.html,2026-05-09,LIPAS id 522343; type 1330; status active
FINLAND,Peltolammin kenttä,Tampere,"Rukkamäentie 20, 33840 Tampere",61.448812,23.744792,address,1,sand,,yes,public,city,522524,,2026-05-09,LIPAS id 522524; type 1330; status active
FINLAND,Rauhaniemen beachvolleykenttä,Tampere,"Rauhaniementie, 33180 Tampere",61.513999,23.783635,address,1,sand,,,public,city,522638,http://www.tampere.fi/liikuntajavapaaaika.html,2026-05-09,LIPAS id 522638; type 1330; status active
FINLAND,Tesomajärven kenttä,Tampere,"Tesoman rantapolku 10, 33310 Tampere",61.507486,23.615237,address,1,sand,,yes,public,city,522480,,2026-05-09,LIPAS id 522480; type 1330; status active
FINLAND,Kirkonkylän beachvolley-kenttä,Tervola,"Vuolukantie 20, 95300 Tervola",66.092772,24.806585,address,1,sand,,,public,city,102006,www.tervola.fi,2026-05-09,LIPAS id 102006; type 1330; status active
FINLAND,Tesjoen beachvolleykenttä,Tesjoki,"Kenttätie, 07955 Tesjoki",60.474092,26.316184,address,,sand,,yes,school,city,610689,,2026-05-09,LIPAS id 610689; type 1330; status active
FINLAND,Myllylammen beachvolleykenttä 1,Tikkakoski,"Myllylammenkatu, 41160 Tikkakoski",62.389681,25.651559,address,1,sand,,yes,public,city,521686,https://www.jyvaskyla.fi/liikunta,2026-05-09,LIPAS id 521686; type 1330; status active
FINLAND,Myllylammen beachvolleykenttä 2,Tikkakoski,"Myllylammenkatu, 41160 Tikkakoski",62.389741,25.651350,address,1,sand,,yes,public,city,616849,https://www.jyvaskyla.fi/liikunta,2026-05-09,LIPAS id 616849; type 1330; status active
FINLAND,Tikkalan beachvolleykenttä,Tikkala,"Pöykyntie 36, 41800 Tikkala",62.148774,25.477358,address,,,,,public,city,617149,,2026-05-09,LIPAS id 617149; type 1330; status active
FINLAND,Timolan Beachvolleykenttä,Timola,"Timolantie, 78480 Timola",62.365954,27.849024,address,,sand,,yes,public,city,524334,,2026-05-09,LIPAS id 524334; type 1330; status active
FINLAND,Liikuntahallin beachvolleykenttä,Tohmajärvi,"Kirkkotie 10, 82600 Tohmajärvi",62.220425,30.334845,address,1,sand,,,public,city,510014,http://www.tohmajarvi.fi/,2026-05-09,LIPAS id 510014; type 1330; status active
FINLAND,Unelmien uimarannan beachvolleykenttä,Tohmajärvi,"Kirkkotie 591, 82600 Tohmajärvi",62.190022,30.384885,address,1,sand,,yes,public,registered-association,618185,,2026-05-09,LIPAS id 618185; type 1330; status active
FINLAND,Toijalan urheilukentän beachvolleykenttä 1,Toijala,"Sontulantie 11, 37800 Toijala",61.164836,23.864189,address,1,sand,,yes,public,city,517391,www.akaa.fi,2026-05-09,LIPAS id 517391; type 1330; status active
FINLAND,Toijalan urheilukentän beachvolleykenttä 2,Toijala,"Sontulantie 11, 37800 Toijala",61.164844,23.864337,address,1,sand,,yes,public,city,517392,www.akaa.fi,2026-05-09,LIPAS id 517392; type 1330; status active
FINLAND,Rantalentopallokenttä,Toivakka,"Toivakantie 62 B, 41660 Toivakka",62.103692,26.089002,address,,,,yes,school,city,605396,www.toivakka.fi,2026-05-09,LIPAS id 605396; type 1330; status active
FINLAND,Kivirannan beachvolleykenttä,Tornio,"Kivirannantie 12, 95410 Tornio",65.860105,24.160654,address,,sand,,yes,public,city,520084,,2026-05-09,LIPAS id 520084; type 1330; status active
FINLAND,Tuiskulan beachvolleykenttä,Tuiskula,"Voitoistentie 40, 27730 Tuiskula",61.177464,22.224548,address,1,sand,,yes,school,city,101871,https://www.sakyla.fi/vapaa-aika/liikuntapalvelut/liikunta-alueet/,2026-05-09,LIPAS id 101871; type 1330; status active
FINLAND,Ekvallan rantalentopallokenttä,Turku,"Kakskerrantie 618, 20960 Turku",60.379447,22.225570,address,1,sand,,yes,public,city,612921,https://www.turku.fi/toimipaikat/ekvallan-rantalentopallokentta,2026-05-09,LIPAS id 612921; type 1330; status active
FINLAND,Ilmestyspäivänpuiston rantalentopallokenttä,Turku,"Mittumaarintie 24, 20400 Turku",60.547699,22.314254,address,1,sand,,yes,public,city,509962,https://www.turku.fi/toimipaikat/ilmestyspaivanpuiston-rantalentopallokentta,2026-05-09,LIPAS id 509962; type 1330; status active
FINLAND,Saaronniemen rantalentopallokenttä 1,Turku,"Saarontie 71, 20100 Turku",60.421564,22.095095,address,1,sand,,yes,public,city,612922,https://www.turku.fi/toimipaikat/saaronniemen-rantalentopallokentta-1-2,2026-05-09,LIPAS id 612922; type 1330; status active
FINLAND,Saaronniemen rantalentopallokenttä 2,Turku,"Saarontie 71, 20100 Turku",60.421550,22.095229,address,1,sand,,yes,public,city,509936,https://www.turku.fi/toimipaikat/saaronniemen-rantalentopallokentta-1-2,2026-05-09,LIPAS id 509936; type 1330; status active
